,EMPLOYER,JOB TITLE,BASE SALARY,LOCATION,SUBMIT DATE,START DATE,CASE STATUS
1147,SAVVY IT GROUP INC,BUSINESS ANALYST,"80,000","DISTRICT OF COLUMBIA, DC",09/01/2020,10/01/2020,CERTIFIED
1148,RENEE SYSTEMS INC,BUSINESS ANALYST,"80,000","JACKSONVILLE, FL",09/01/2020,09/01/2020,CERTIFIED
1149,KKB PARTNERS LLC,BUSINESS ANALYST,"80,000","LOS ANGELES, CA",08/10/2020,08/19/2020,WITHDRAWN
1150,SOFTWARE INTEGRATION SERVICES INC,BUSINESS ANALYST,"80,000","TRENTON, NJ",08/18/2020,11/19/2020,WITHDRAWN
1151,MOLEX LLC,BUSINESS ANALYST,"80,000","ROCHESTER HILLS, MI",08/10/2020,08/20/2020,CERTIFIED
1152,SAVVY INFO SYSTEMS INC,BUSINESS ANALYST,"80,080","WESTFIELD CENTER, OH",02/11/2020,08/12/2020,CERTIFIED
1153,IBM CORPORATION,BUSINESS ANALYST,"80,080","OVERLAND PARK, KS",03/27/2020,09/18/2020,CERTIFIED
1154,TROVETECHS INC,BUSINESS ANALYST,"80,080","BROOKLYN, OH",03/30/2020,04/13/2020,CERTIFIED
1155,PRIMESOFT INC,BUSINESS ANALYST,"80,080","PRINCETON, NJ",04/07/2020,04/13/2020,WITHDRAWN
1156,PRIMESOFT INC,BUSINESS ANALYST,"80,080","PRINCETON, NJ",04/07/2020,04/13/2020,DENIED
1157,PRIMESOFT INC,BUSINESS ANALYST,"80,080","PRINCETON, NJ",04/10/2020,04/13/2020,CERTIFIED
1158,APEX TECHNOLOGY GROUP INC,BUSINESS ANALYST,"80,100","TRENTON, NJ",03/04/2020,07/01/2020,CERTIFIED
1159,MINDTREE LIMITED,BUSINESS ANALYST,"80,142","DANBURY, CT",04/21/2020,04/23/2020,CERTIFIED
1160,SKYPASS TRAVEL,BUSINESS ANALYST,"80,150","IRVING, TX",04/15/2020,09/13/2020,CERTIFIED
1161,SKILLGIGS INC,BUSINESS ANALYST,"80,163","SAN JOSE, CA",07/13/2020,07/14/2020,CERTIFIED
1162,EXCENTUS CORPORATION,BUSINESS ANALYST,"80,217","DALLAS, TX",05/04/2020,05/11/2020,CERTIFIED
1163,ILAP SYSTEMS INC,BUSINESS ANALYST,"80,300","MALVERN, PA",09/14/2020,11/24/2020,CERTIFIED
1164,CORVENTECH CORP,BUSINESS ANALYST,"80,400","JUNO BEACH, FL",09/15/2020,11/24/2020,CERTIFIED
1165,HARMAN CONNECTED SERVICES INC,BUSINESS ANALYST,"80,475","DALLAS, TX",07/22/2020,10/31/2020,CERTIFIED
1166,ITECH US INC,BUSINESS ANALYST,"80,475","ALLEN, TX",07/24/2020,10/01/2020,CERTIFIED
1167,MROADS LLC,BUSINESS ANALYST,"80,475","IRVING, TX",08/14/2020,08/20/2020,CERTIFIED
1168,MROADS LLC,BUSINESS ANALYST,"80,475","IRVING, TX",08/14/2020,08/20/2020,CERTIFIED
1169,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"80,500","CHARLOTTE, NC",09/15/2020,03/17/2021,CERTIFIED
1170,KANAP SYSTEMS LLC,BUSINESS ANALYST,"80,600","WEST DES MOINES, IA",06/19/2020,10/01/2020,CERTIFIED
1171,COMPUNNEL SOFTWARE GROUP INC,BUSINESS ANALYST,"80,800","COLUMBUS, OH",06/09/2020,10/01/2020,CERTIFIED
1172,ATOS SYNTEL INC,BUSINESS ANALYST,"80,850","DALLAS, TX",02/18/2020,02/18/2020,CERTIFIED
1173,SVS TECHNOLOGIES LIMITED,BUSINESS ANALYST,"80,850","WESTON, MA",03/30/2020,09/05/2020,CERTIFIED
1174,E-CQR INC,BUSINESS ANALYST,"80,850","CAMBRIDGE, MA",04/10/2020,10/01/2020,CERTIFIED
1175,ATOS SYNTEL INC,BUSINESS ANALYST,"80,850","BOSTON, MA",05/10/2020,10/01/2020,CERTIFIED
1176,SDLC MANAGEMENT INC,BUSINESS ANALYST,"80,899","PITTSBURGH, PA",05/15/2020,10/01/2020,CERTIFIED
1177,TECH MAHINDRA (AMERICAS) INC,BUSINESS ANALYST,"80,900","CEDAR RAPIDS, IA",04/03/2020,04/10/2020,CERTIFIED
1178,MARLABS INC,BUSINESS ANALYST,"80,900","BOSTON, MA",05/05/2020,08/28/2020,CERTIFIED
1179,TECH MAHINDRA (AMERICAS) INC,BUSINESS ANALYST,"80,900","EAGAN, MN",05/27/2020,10/01/2020,CERTIFIED
1180,TECH MAHINDRA (AMERICAS) INC,BUSINESS ANALYST,"80,900","IRVINE, CA",06/11/2020,10/01/2020,CERTIFIED
1181,TATA CONSULTANCY SERVICES LIMITED,BUSINESS ANALYST,"80,954","SAN ANTONIO, TX",09/17/2020,09/30/2020,CERTIFIED
1182,INTERNATIONAL BUSINESS MACHINES CORPORATION,BUSINESS ANALYST,"80,987","NEW BRUNSWICK, NJ",03/23/2020,05/01/2020,CERTIFIED
1183,ACCENTURE LLP,BUSINESS ANALYST,"81,000","GLEN ALLEN, VA",01/14/2020,01/20/2020,CERTIFIED
1184,SAGITEC SOLUTIONS LLC,BUSINESS ANALYST,"81,000","BOSTON, MA",04/06/2020,07/01/2020,CERTIFIED
1185,RJT COMPUQUEST INC,BUSINESS ANALYST,"81,000","ST. CHARLES, IL",07/09/2020,07/13/2020,CERTIFIED - WITHDRAWN
1186,FARELOGIX INC,BUSINESS ANALYST,"81,000","MIAMI, FL",07/28/2020,08/17/2020,CERTIFIED
1187,FARELOGIX INC,BUSINESS ANALYST,"81,000","MIAMI, FL",07/30/2020,08/24/2020,CERTIFIED
1188,FARELOGIX INC,BUSINESS ANALYST,"81,000","MIAMI, FL",08/03/2020,08/17/2020,CERTIFIED
1189,FARELOGIX INC,BUSINESS ANALYST,"81,000","MIAMI, FL",08/03/2020,08/24/2020,CERTIFIED
1190,TECH MAHINDRA (AMERICAS) INC,BUSINESS ANALYST,"81,030","O'FALLON, MO",02/03/2020,06/29/2020,CERTIFIED
1191,CISCO SYSTEMS INC,BUSINESS ANALYST,"81,099","RESEARCH TRIANGLE PARK, NC",01/21/2020,01/21/2020,CERTIFIED
1192,CISCO SYSTEMS INC,BUSINESS ANALYST,"81,099","RESEARCH TRIANGLE PARK, NC",05/19/2020,05/20/2020,CERTIFIED
1193,ACCENTURE LLP,BUSINESS ANALYST,"81,141","HARTFORD, CT",07/10/2020,07/16/2020,CERTIFIED
1194,NIIT TECHNOLOGIES LIMITED,BUSINESS ANALYST,"81,141","COLUMBUS, GA",08/10/2020,08/27/2020,CERTIFIED
1195,SKILL VOICE INC,BUSINESS ANALYST,"81,141","HARTFORD, CT",08/21/2020,10/01/2020,CERTIFIED
1196,ACCENTURE LLP,BUSINESS ANALYST,"81,141","HARTFORD, CT",09/17/2020,10/01/2020,CERTIFIED
1197,SDLC MANAGEMENT INC,BUSINESS ANALYST,"81,168","PITTSBURGH, PA",05/15/2020,10/01/2020,CERTIFIED
1198,FIRST TEK DOS LLC,BUSINESS ANALYST,"81,182","DURHAM,, NC",05/01/2020,05/25/2020,CERTIFIED
1199,FIRST TEK DOS LLC,BUSINESS ANALYST,"81,182","WESTERVILLE,, OH",05/21/2020,05/25/2020,CERTIFIED
1200,HARVEST SOFTWARE SOLUTIONS LLC,BUSINESS ANALYST,"81,200","GREENWOOD VILLAGE, CO",07/01/2020,08/22/2020,CERTIFIED
1201,HARVEST SOFTWARE SOLUTIONS LLC,BUSINESS ANALYST,"81,200","GREENWOOD VILLAGE, CO",06/26/2020,08/22/2020,WITHDRAWN
1202,SUNSOFT SERVICES INC,BUSINESS ANALYST,"81,411","CEDAR RAPIDS, IA",03/03/2020,03/04/2020,CERTIFIED
1203,MPHASIS CORPORATION,BUSINESS ANALYST,"81,432","RALEIGH, NC",06/15/2020,10/01/2020,CERTIFIED
1204,INRIKA INC,BUSINESS ANALYST,"81,432","MORRISVILLE, NC",06/18/2020,10/01/2020,CERTIFIED
1205,ANTRA INC,BUSINESS ANALYST,"81,500","BALTIMORE, MD",03/02/2020,03/16/2020,CERTIFIED
1206,ANTRA INC,BUSINESS ANALYST,"81,500","OWINGS MILLS, MD",03/03/2020,03/16/2020,CERTIFIED
1207,ATOS SYNTEL INC,BUSINESS ANALYST,"81,536","GLEN ALLEN, VA",04/14/2020,04/14/2020,CERTIFIED
1208,NUANZA INC,BUSINESS ANALYST,"81,536","GLEN ALLEN, VA",06/01/2020,10/01/2020,CERTIFIED
1209,ACCENTURE LLP,BUSINESS ANALYST,"81,700","HARTFORD, CT",02/19/2020,02/25/2020,CERTIFIED
1210,ACCENTURE LLP,BUSINESS ANALYST,"81,700","WINDSOR, CT",02/24/2020,02/29/2020,CERTIFIED
1211,ACCENTURE LLP,BUSINESS ANALYST,"81,786","GROTON, CT",03/13/2020,03/19/2020,CERTIFIED
1212,OM TEK INC,BUSINESS ANALYST,"81,890","HARTFORD, CT",03/06/2020,03/18/2020,CERTIFIED
1213,DSBRIDGE CORP,BUSINESS ANALYST,"81,890","HARTFORD, CT",05/15/2020,09/22/2020,CERTIFIED
1214,V-SOFT SOLUTIONS INC,BUSINESS ANALYST,"81,999","AUGUSTA, ME",06/14/2020,09/01/2020,CERTIFIED
1215,PROKARMA INC,BUSINESS ANALYST,"82,000","BANNOCKBURN, IL",04/07/2020,10/01/2020,CERTIFIED
1216,MOODY'S INVESTORS SERVICE INC,BUSINESS ANALYST,"82,000","CHARLOTTE, NC",05/01/2020,10/01/2020,CERTIFIED
1217,NUMERO SOLUTIONS INC,BUSINESS ANALYST,"82,000","RICHMOND, VA",05/07/2020,10/01/2020,CERTIFIED
1218,USM BUSINESS SYSTEMS INC,BUSINESS ANALYST,"82,000","SAN ANTONIO, TX",05/19/2020,09/30/2020,CERTIFIED
1219,RANG TECHNOLOGIES INC,BUSINESS ANALYST,"82,000","BLOOMFIELD, CT",05/29/2020,10/01/2020,CERTIFIED
1220,Y-AXIS INC,BUSINESS ANALYST,"82,000","OAKS, PA",08/19/2020,09/07/2020,CERTIFIED
1221,RELIABLE SOFTWARE RESOURCES,BUSINESS ANALYST,"82,000","BLOOMFIELD, CT",08/21/2020,11/22/2020,CERTIFIED
1222,FARGO SOLUTIONS INC,BUSINESS ANALYST,"82,000","MINNEAPOLIS, MN",09/18/2020,09/19/2020,CERTIFIED
1223,ACCENTURE LLP,BUSINESS ANALYST,"82,050","GROTON, CT",01/08/2020,01/14/2020,CERTIFIED
1224,ACCENTURE LLP,BUSINESS ANALYST,"82,050","GLEN ALLEN, VA",07/09/2020,07/15/2020,CERTIFIED
1225,NAGARRO INC,BUSINESS ANALYST,"82,160","SCHENECTADY, NY",05/15/2020,10/01/2020,CERTIFIED
1226,THREE SIGMA SOFTWARE LLC,BUSINESS ANALYST,"82,295","LANSING, MI",09/10/2020,09/28/2020,CERTIFIED
1227,TECH MAHINDRA (AMERICAS) INC,BUSINESS ANALYST,"82,431","SOUTHINGTON, CT",01/17/2020,01/24/2020,CERTIFIED
1228,SEIU HEALTHCARE NW TRAINING PARTNERSHIP,BUSINESS ANALYST,"82,472","SEATTLE, WA",04/21/2020,10/01/2020,WITHDRAWN
1229,PROFICIENT BUSINESS SYSTEMS INC,BUSINESS ANALYST,"82,493","WESTBOROUGH, MA",07/27/2020,01/10/2021,CERTIFIED
1230,HARMONIA HOLDINGS GROUP LLC,BUSINESS ANALYST,"82,500","ONTARIO, CA",04/02/2020,04/09/2020,CERTIFIED
1231,DELOITTE CONSULTING LLP,BUSINESS ANALYST,"82,500","NEW YORK, NY",03/19/2020,03/25/2020,CERTIFIED - WITHDRAWN
1232,WELLINGTON FUNDS (US) LLC,BUSINESS ANALYST,"82,500","BOSTON, MA",04/30/2020,10/23/2020,CERTIFIED
1233,FPT USA CORP,BUSINESS ANALYST,"82,555","SAN JOSE, CA",03/06/2020,08/27/2020,CERTIFIED
1234,SAVVY IT GROUP INC,BUSINESS ANALYST,"82,555","SAN JOSE, CA",04/21/2020,10/01/2020,CERTIFIED
1235,FLEXON TECHNOLOGIES INC,BUSINESS ANALYST,"82,555","CUPERTINO, CA",06/09/2020,10/01/2020,CERTIFIED
1236,FLEXON TECHNOLOGIES INC,BUSINESS ANALYST,"82,555","SUNNYVALE, CA",06/12/2020,10/01/2020,CERTIFIED
1237,WESTERN ASSET MANAGEMENT,BUSINESS ANALYST,"82,638","PASADENA, CA",03/19/2020,08/11/2020,CERTIFIED
1238,ACCENTURE LLP,BUSINESS ANALYST,"82,700","DES MOINES, IA",07/10/2020,07/16/2020,CERTIFIED
1239,LOGIC PLANET INC,BUSINESS ANALYST,"82,722","JACKSONVILLE, FL",01/31/2020,02/17/2020,CERTIFIED
1240,LOGIC PLANET INC,BUSINESS ANALYST,"82,722","JACKSONVILLE, FL",07/08/2020,01/01/2021,CERTIFIED
1241,LOGIC PLANET INC,BUSINESS ANALYST,"82,722","JACKSONVILLE, FL",07/08/2020,01/01/2021,CERTIFIED
1242,ITAMERICA INC,BUSINESS ANALYST,"82,763","INDIANAPOLIS, IN",01/21/2020,02/03/2020,CERTIFIED
1243,MINDTREE LIMITED,BUSINESS ANALYST,"82,784","TEMPE, AZ",01/10/2020,01/14/2020,CERTIFIED
1244,HEXAWARE TECHNOLOGIES INC,BUSINESS ANALYST,"83,000","FLOWER MOUND, TX",05/07/2020,05/07/2020,CERTIFIED
1245,TECHPILLARS INC,BUSINESS ANALYST,"83,000","AUSTIN, TX",06/08/2020,09/09/2020,CERTIFIED
1246,ZIRMED INC,BUSINESS ANALYST,"83,000","LOUISVILLE, KY",06/11/2020,10/01/2020,CERTIFIED
1247,VERANS BUSINESS SO;UTIONS INC,BUSINESS ANALYST,"83,000","CAMDEN, NJ",09/18/2020,09/18/2020,CERTIFIED
1248,NATSOFT CORPORATION,BUSINESS ANALYST,"83,117","MINNETONKA, MN",06/24/2020,07/01/2020,CERTIFIED
1249,SAPPHIRE SOFTWARE SOLUTIONS INC,BUSINESS ANALYST,"83,200","JACKSONVILLE, FL",01/14/2020,01/21/2020,CERTIFIED
1250,AGAMA SOLUTIONS INC,BUSINESS ANALYST,"83,200","TAMPA, FL",02/05/2020,02/29/2020,CERTIFIED
1251,VASTIKA INC,BUSINESS ANALYST,"83,200","INDIANAPOLIS, IN",05/15/2020,09/18/2020,CERTIFIED
1252,CONSULTADD INC,BUSINESS ANALYST,"83,200","BASKING RIDGE, NJ",05/22/2020,10/01/2020,CERTIFIED
1253,CONSULTADD INC,BUSINESS ANALYST,"83,200","JERSEY CITY, NJ",05/25/2020,10/01/2020,CERTIFIED
1254,CONSULTADD INCORPORATION,BUSINESS ANALYST,"83,200","EVANSVILLE, IN",05/26/2020,10/01/2020,CERTIFIED
1255,CONSULTADD INC,BUSINESS ANALYST,"83,200","BURLINGTON, MA",06/06/2020,10/01/2020,CERTIFIED
1256,CONSULTADD INC,BUSINESS ANALYST,"83,200","WOOSTER, OH",04/02/2020,08/31/2020,CERTIFIED - WITHDRAWN
1257,CISCO SYSTEMS INC,BUSINESS ANALYST,"83,300","RESEARCH TRIANGLE PARK, NC",07/07/2020,10/01/2020,CERTIFIED
1258,CHARTER COMMUNICATIONS INC,BUSINESS ANALYST,"83,325","MARYLAND HEIGHTS, MO",02/28/2020,03/16/2020,CERTIFIED
1259,ACCENTURE LLP,BUSINESS ANALYST,"83,400","HARTFORD, CT",05/07/2020,09/01/2020,CERTIFIED
1260,ACCENTURE LLP,BUSINESS ANALYST,"83,400","HARTFORD, CT",09/14/2020,09/20/2020,CERTIFIED
1261,CITGO PETROLEUM CORPORATION,BUSINESS ANALYST,"83,430","HOUSTON, TX",03/23/2020,09/11/2020,CERTIFIED
1262,REPUBLIC SERVICES INC,BUSINESS ANALYST,"83,637","SCOTTSDALE, AZ",08/18/2020,09/03/2020,CERTIFIED
1263,CISCO SYSTEMS INC,BUSINESS ANALYST,"83,699","SEATTLE, WA",04/30/2020,09/25/2020,CERTIFIED
1264,ACCENTURE LLP,BUSINESS ANALYST,"83,700","SUN PRAIRIE, WI",06/04/2020,06/10/2020,CERTIFIED
1265,INSURITY INC,BUSINESS ANALYST,"83,700","MESA, AZ",09/10/2020,10/01/2020,CERTIFIED
1266,SSA TECH INC,BUSINESS ANALYST,"83,928","SOUTH JORDAN, UT",05/21/2020,10/01/2020,CERTIFIED
1267,RANDSTAD TECHNOLOGIES LLC,BUSINESS ANALYST,"83,928","SOMERVILLE, MA",09/09/2020,10/01/2020,CERTIFIED
1268,DELOITTE CONSULTING LLP,BUSINESS ANALYST,"84,000","CLEVELAND, OH",01/03/2020,01/06/2020,CERTIFIED
1269,KESTRA FINANCIAL INC,BUSINESS ANALYST,"84,000","AUSTIN, TX",02/26/2020,03/10/2020,CERTIFIED
1270,COMPUTER GLOBAL SOLUTIONS,BUSINESS ANALYST,"84,000","AUSTIN, TX",04/02/2020,09/09/2020,CERTIFIED
1271,GENIUS MINDS LLC,BUSINESS ANALYST,"84,000","DEERFIELD, IL",04/24/2020,10/01/2020,CERTIFIED
1272,GLOBAL SYSTEMS LLC,BUSINESS ANALYST,"84,000","PLANO, TX",05/21/2020,10/01/2020,CERTIFIED
1273,FPT USA CORP,BUSINESS ANALYST,"84,000","LINCOLNSHIRE, IL",05/22/2020,11/12/2020,CERTIFIED
1274,INFOGAIN CORPORATION,BUSINESS ANALYST,"84,100","COLLIERVILLE, TN",02/18/2020,04/01/2020,CERTIFIED
1275,ACCENTURE LLP,BUSINESS ANALYST,"84,200","HARTFORD, CT",04/13/2020,04/19/2020,CERTIFIED
1276,ATOS SYNTEL INC,BUSINESS ANALYST,"84,240","PRINCETON, NJ",04/21/2020,04/21/2020,CERTIFIED
1277,ACCENTURE LLP,BUSINESS ANALYST,"84,358","CHICAGO, IL",01/22/2020,01/28/2020,CERTIFIED
1278,INTERNATIONAL BUSINESS MACHINES CORPORATION,BUSINESS ANALYST,"84,406","CARY, NC",01/07/2020,06/16/2020,CERTIFIED
1279,ACCENTURE LLP,BUSINESS ANALYST,"84,500","NORFOLK, VA",05/07/2020,09/01/2020,CERTIFIED
1280,ACCENTURE LLP,BUSINESS ANALYST,"84,500","CARY, NC",05/27/2020,06/01/2020,CERTIFIED
1281,SURGICAL INFORMATION SYSTEMS LLC,BUSINESS ANALYST,"84,660","FREMONT, CA",09/03/2020,01/31/2021,CERTIFIED
1282,SURGICAL INFORMATION SYSTEMS LLC,BUSINESS ANALYST,"84,660","FREMONT, CA",09/21/2020,01/31/2021,CERTIFIED
1283,SURGICAL INFORMATION SYSTEMS LLC,BUSINESS ANALYST,"84,660","FREMONT, CA",09/03/2020,01/31/2021,WITHDRAWN
1284,INFOGAIN CORPORATION,BUSINESS ANALYST,"84,751","DALLAS, TX",07/22/2020,07/22/2020,CERTIFIED
1285,INFOGAIN CORPORATION,BUSINESS ANALYST,"84,751","DALLAS, TX",07/20/2020,07/20/2020,WITHDRAWN
1286,CODESMART INC,BUSINESS ANALYST,"84,760","OLYMPIA, WA",01/15/2020,01/15/2020,WITHDRAWN
1287,VISA TECHNOLOGY & OPERATIONS LLC,BUSINESS ANALYST,"84,947","PALO ALTO, CA",01/30/2020,02/17/2020,CERTIFIED
1288,CODIFYD INC,BUSINESS ANALYST,"85,000","ROUND ROCK, TX",02/03/2020,02/04/2020,CERTIFIED
1289,SNG INFOTECH,BUSINESS ANALYST,"85,000","INDIANAPOLIS, IN",02/04/2020,02/18/2020,CERTIFIED
1290,DYADS CONSULTING LLC,BUSINESS ANALYST,"85,000","PORTLAND, OR",02/11/2020,08/12/2020,CERTIFIED
1291,POPULUS FINANCIAL GROUP INC,BUSINESS ANALYST,"85,000","IRVING, TX",02/21/2020,04/09/2020,CERTIFIED
1292,JUSTANSWER LLC,BUSINESS ANALYST,"85,000","SAN FRANCISCO, CA",02/24/2020,08/21/2020,CERTIFIED
1293,VLINK INC,BUSINESS ANALYST,"85,000","BLOOMFIELD, CT",03/03/2020,07/24/2020,CERTIFIED
1294,VLINK INC,BUSINESS ANALYST,"85,000","HARTFORD, CT",03/05/2020,09/01/2020,CERTIFIED
1295,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"85,000","AUSTIN, TX",03/18/2020,04/06/2020,WITHDRAWN
1296,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"85,000","AUSTIN, TX",03/18/2020,04/06/2020,WITHDRAWN
1297,UNIQUE KEY RESOURCES INC,BUSINESS ANALYST,"85,000","MEMPHIS, TN",03/13/2020,03/13/2020,CERTIFIED
1298,UNIQUE KEY RESOURCES INC,BUSINESS ANALYST,"85,000","MEMPHIS, TN",03/16/2020,03/16/2020,CERTIFIED
1299,ETQ LLC,BUSINESS ANALYST,"85,000","BURLINGTON, MA",03/17/2020,09/12/2020,CERTIFIED
1300,SYSTEM SOFT TECHNOLOGIES LLC,BUSINESS ANALYST,"85,000","PLANO, TX",03/24/2020,04/06/2020,CERTIFIED
1301,INDUS VALLEY PARTNERS CORP,BUSINESS ANALYST,"85,000","NEW YORK, NY",03/26/2020,09/25/2020,CERTIFIED
1302,INDUS VALLEY PARTNERS CORP,BUSINESS ANALYST,"85,000","SALT LAKE CITY, UT",03/26/2020,09/25/2020,CERTIFIED
1303,PROKARMA INC,BUSINESS ANALYST,"85,000","FINDLAY, OH",04/08/2020,10/01/2020,CERTIFIED
1304,GRIDX INC,BUSINESS ANALYST,"85,000","MILPITAS, CA",05/06/2020,10/01/2020,CERTIFIED
1305,THE STELLAR HEALTH GROUP INC,BUSINESS ANALYST,"85,000","NEW YORK, NY",05/07/2020,05/18/2020,CERTIFIED
1306,VLINK INC,BUSINESS ANALYST,"85,000","WOBURN, MA",05/18/2020,11/15/2020,CERTIFIED
1307,BARCLAYS BANK DELAWARE,BUSINESS ANALYST,"85,000","WILMINGTON, DE",05/20/2020,10/01/2020,CERTIFIED
1308,ITVORKS INC,BUSINESS ANALYST,"85,000","JERSEY CITY, NJ",07/02/2020,07/13/2020,CERTIFIED
1309,MARKETING ASSOCIATES LLC DBA ONEMAGNIFY,BUSINESS ANALYST,"85,000","DEARBORN, MI",07/23/2020,08/13/2020,CERTIFIED
1310,MARKETING ASSOCIATES LLC DBA ONEMAGNIFY,BUSINESS ANALYST,"85,000","TROY, MI",07/23/2020,08/13/2020,CERTIFIED
1311,PRO IT INC,BUSINESS ANALYST,"85,000","CHESTERFIELD, MO",07/24/2020,08/03/2020,CERTIFIED
1312,I28 TECHNOLOGIES CORPORATION,BUSINESS ANALYST,"85,000","INDIANAPOLIS, IN",08/10/2020,01/01/2021,CERTIFIED
1313,ICON TECH INC,BUSINESS ANALYST,"85,000","SANFORD, FL",08/12/2020,08/12/2020,CERTIFIED
1314,ICON TECH INC,BUSINESS ANALYST,"85,000","SANFORD, FL",08/12/2020,08/12/2020,CERTIFIED
1315,STREAMLINE HEALTH INC,BUSINESS ANALYST,"85,000","CUMMING, GA",08/21/2020,09/14/2020,CERTIFIED
1316,DASH TECHNOLOGIES INC,BUSINESS ANALYST,"85,000","COLUMBUS, OH",08/24/2020,08/24/2020,CERTIFIED
1317,AVERON SOLUTIONS INC,BUSINESS ANALYST,"85,000","CHARLESTOWN, MA",09/01/2020,10/01/2020,CERTIFIED
1318,RESOURCE LOGISTICS INC,BUSINESS ANALYST,"85,000","ALBANY, NY",09/21/2020,11/29/2020,CERTIFIED
1319,IBM INDIA PRIVATE LIMITED,BUSINESS ANALYST,"85,049","BOSTON, MA",08/27/2020,08/31/2020,CERTIFIED
1320,UST GLOBAL INC,BUSINESS ANALYST,"85,100","ATLANTA, GA",05/20/2020,09/10/2020,CERTIFIED
1321,TABNER INC,BUSINESS ANALYST,"85,405","PHILADELPHIA, PA",01/20/2020,03/01/2020,CERTIFIED
1322,SYNAPSIS INC,BUSINESS ANALYST,"85,405","CONSHOHOCKEN, PA",03/17/2020,03/23/2020,CERTIFIED
1323,VISA USA INC,BUSINESS ANALYST,"85,500","FOSTER CITY, CA",03/12/2020,08/26/2020,CERTIFIED
1324,INFINISOURCE INC,BUSINESS ANALYST,"85,500","UNION CITY, CA",08/20/2020,08/28/2020,CERTIFIED
1325,EXCELTO SOLUTIONS LLC,BUSINESS ANALYST,"85,634","ALBANY, NY",07/14/2020,12/17/2020,CERTIFIED
1326,RYALI ASSOCIATES INC,BUSINESS ANALYST,"85,634","RENSSELAER, NY",08/25/2020,09/17/2020,CERTIFIED
1327,SALIGRAM SYSTEMS INC,BUSINESS ANALYST,"85,821","HILLSBORO, OR",08/19/2020,08/27/2020,CERTIFIED
1328,MINDTREE LIMITED,BUSINESS ANALYST,"85,882","TEMPE, AZ",01/16/2020,01/23/2020,CERTIFIED
1329,ASTIR SERVICES LLC,BUSINESS ANALYST,"86,000","HOPKINS, MN",06/17/2020,06/24/2020,CERTIFIED
1330,SIERRAMARK LLC,BUSINESS ANALYST,"86,000","ROGERS, AR",07/01/2020,08/01/2020,CERTIFIED
1331,TECH MAHINDRA (AMERICAS) INC,BUSINESS ANALYST,"86,000","ST LOUIS, MO",07/10/2020,01/01/2021,CERTIFIED
1332,TECH MAHINDRA (AMERICAS) INC,BUSINESS ANALYST,"86,029","PLANO, TX",02/21/2020,04/22/2020,CERTIFIED
1333,TECH MAHINDRA (AMERICAS) INC,BUSINESS ANALYST,"86,070","OVERLAND PARK, KS",06/24/2020,07/24/2020,CERTIFIED
1334,ACCENTURE LLP,BUSINESS ANALYST,"86,400","PASADENA, CA",09/17/2020,10/01/2020,CERTIFIED
1335,THE ULTIMATE SOFTWARE GROUP INC,BUSINESS ANALYST,"86,709","LAGUNA BEACH, CA",06/09/2020,06/22/2020,CERTIFIED
1336,HALVIK CORP,BUSINESS ANALYST,"86,736","WASHINGTON, DC",01/08/2020,03/07/2020,CERTIFIED
1337,FIRST TEK INC,BUSINESS ANALYST,"86,736","HERNDON,, VA",02/07/2020,03/02/2020,CERTIFIED
1338,IBM CORPORATION,BUSINESS ANALYST,"86,736","BETHESDA, MD",03/27/2020,09/18/2020,CERTIFIED
1339,TATA CONSULTANCY SERVICES LIMITED,BUSINESS ANALYST,"86,736","MCLEAN, VA",05/18/2020,05/18/2020,CERTIFIED
1340,INFOMERICA INC,BUSINESS ANALYST,"86,736","RESTON, VA",05/26/2020,09/15/2020,CERTIFIED
1341,MROADS LLC,BUSINESS ANALYST,"86,736","MCLEAN, VA",06/17/2020,10/01/2020,CERTIFIED
1342,METRIX IT SOLUTIONS INC,BUSINESS ANALYST,"86,778","RICHMOND, VA",01/21/2020,01/27/2020,CERTIFIED
1343,INFINISOURCE INC,BUSINESS ANALYST,"86,917","UNION CITY, CA",08/24/2020,08/28/2020,CERTIFIED
1344,OTIS IT INC,BUSINESS ANALYST,"87,000","ROCKVILLE, MD",02/10/2020,07/04/2020,CERTIFIED
1345,UST GLOBAL INC,BUSINESS ANALYST,"87,000","FAIRFIELD, CA",02/14/2020,02/20/2020,CERTIFIED
1346,OTIS IT INC,BUSINESS ANALYST,"87,000","ROCKVILLE, MD",03/02/2020,07/04/2020,CERTIFIED
1347,EXCELTO SOLUTIONS LLC,BUSINESS ANALYST,"87,000","WINDSOR MILL, MD",04/09/2020,04/09/2020,CERTIFIED
1348,US TECH SOLUTIONS INC,BUSINESS ANALYST,"87,000","HERNDON, VA",04/15/2020,10/01/2020,CERTIFIED
1349,CAVALIER IT INC,BUSINESS ANALYST,"87,000","HERNDON, VA",05/01/2020,09/12/2020,CERTIFIED
1350,DATA GLOVE INC,BUSINESS ANALYST,"87,000","DRIVE WINDSOR MILL, MD",05/08/2020,05/25/2020,CERTIFIED
1351,EXCELTO SOLUTIONS LLC,BUSINESS ANALYST,"87,000","WINDSOR MILL, MD",05/19/2020,05/25/2020,CERTIFIED
